class_,condition,rep,lib,barcode,batch,nCounts,mito_pct, Immgen_type,sub_type,x,y,cell_id
Neutrophils,healthy,Healthy 1,h_1_2,bc0595,round3_20160313,1857,0.485,GN_Arth_SynF,N1,-3.05028567761,-666.187711582,h_1_2:bc0595
Neutrophils,healthy,Healthy 2,h_2_1,bc0553,round2_20151217,2707,0,GN_Bl,N1,244.910582284,-766.558923411,h_2_1:bc0553
Neutrophils,healthy,Healthy 2,h_2_3,bc1243,round3_20160313,1238,0.081,GN_Bl,N1,-41.3859917853,-680.916294101,h_2_3:bc1243
Neutrophils,healthy,Healthy 2,h_2_1,bc0058,round2_20151217,4148,0,GN_Bl,N1,-52.8236213837,-819.237266368,h_2_1:bc0058
Neutrophils,healthy,Healthy 2,h_2_1,bc0472,round2_20151217,1926,0.104,GN_Bl,N1,439.770594947,-781.17941672,h_2_1:bc0472
Neutrophils,healthy,Healthy 1,h_1_2,bc0991,round3_20160313,1214,0.247,GN_Arth_SynF,N1,38.9470217547,-663.423852674,h_1_2:bc0991
Neutrophils,healthy,Healthy 2,h_2_1,bc0134,round2_20151217,3091,0.097,GN_Bl,N1,-141.07512016,-806.231433021,h_2_1:bc0134
Neutrophils,healthy,Healthy 2,h_2_3,bc1113,round3_20160313,1263,0.554,GN_Arth_SynF,N1,358.339082449,-741.624473898,h_2_3:bc1113
Neutrophils,healthy,Healthy 1,h_1_1,bc1142,round1_20151128,2990,0.435,GN_Arth_SynF,N1,272.772912232,-632.571002435,h_1_1:bc1142
Neutrophils,healthy,Healthy 1,h_1_2,bc0253,round3_20160313,2558,0.195,GN_Arth_SynF,N1,5.27326810302,-643.246252954,h_1_2:bc0253
Neutrophils,healthy,Healthy 2,h_2_1,bc0463,round2_20151217,2238,0,GN_Bl,N1,115.166590722,-839.287367976,h_2_1:bc0463
Neutrophils,healthy,Healthy 1,h_1_2,bc0704,round3_20160313,1349,0.297,GN_Arth_SynF,N1,154.454146113,-628.984151207,h_1_2:bc0704
Neutrophils,healthy,Healthy 2,h_2_1,bc0999,round2_20151217,1363,0,GN_Arth_SynF,N2,392.629053517,-830.761128665,h_2_1:bc0999
Neutrophils,healthy,Healthy 1,h_1_1,bc1175,round1_20151128,2442,0.041,GN_Bl,N1,119.876251159,-794.928111217,h_1_1:bc1175
Neutrophils,healthy,Healthy 1,h_1_1,bc1448,round1_20151128,2247,0.178,GN_Arth_SynF,N1,144.081108471,-730.661773657,h_1_1:bc1448
Neutrophils,healthy,Healthy 2,h_2_3,bc0693,round3_20160313,1763,0.454,GN_Bl,N1,-79.8251631803,-702.70108042,h_2_3:bc0693
Neutrophils,healthy,Healthy 2,h_2_3,bc1044,round3_20160313,1369,0,GN_Arth_SynF,N1,421.500173911,-681.914897545,h_2_3:bc1044
Neutrophils,healthy,Healthy 2,h_2_2,bc493,round3_20160313,1740,0.747,GN_Bl,N1,355.128079607,-690.549293971,h_2_2:bc493
Neutrophils,healthy,Healthy 1,h_1_1,bc0245,round1_20151128,4105,0.195,GN_Bl,N1,26.163130732,-813.012480913,h_1_1:bc0245
Neutrophils,healthy,Healthy 2,h_2_3,bc0676,round3_20160313,1607,0.498,GN_Bl,N1,217.170100295,-706.528100908,h_2_3:bc0676
Neutrophils,healthy,Healthy 2,h_2_3,bc1008,round3_20160313,1666,0.42,GN_Arth_SynF,N1,262.155558127,-644.480281223,h_2_3:bc1008
Neutrophils,healthy,Healthy 2,h_2_2,bc193,round3_20160313,2341,0.214,GN_Bl,N1,-59.5207502078,-683.714637072,h_2_2:bc193
Neutrophils,healthy,Healthy 2,h_2_3,bc0770,round3_20160313,1676,0.119,GN_Arth_SynF,N1,379.060083335,-689.254059665,h_2_3:bc0770
Neutrophils,healthy,Healthy 2,h_2_3,bc0474,round3_20160313,1990,0.151,GN_Arth_SynF,N1,383.905134085,-676.67097132,h_2_3:bc0474
Neutrophils,healthy,Healthy 2,h_2_2,bc322,round3_20160313,1798,0.222,GN_Arth_SynF,N2,247.416902831,-737.143132663,h_2_2:bc322
Neutrophils,healthy,Healthy 1,h_1_2,bc0221,round3_20160313,2540,0.551,GN_Arth_SynF,N1,244.67659566,-624.282508632,h_1_2:bc0221
Neutrophils,healthy,Healthy 1,h_1_1,bc0258,round1_20151128,4278,0.094,GN_Bl,N1,-47.8508064979,-791.15697831,h_1_1:bc0258
Neutrophils,healthy,Healthy 2,h_2_1,bc0715,round2_20151217,2040,0.049,GN_Bl,N1,113.841745868,-775.630766092,h_2_1:bc0715
Neutrophils,healthy,Healthy 1,h_1_2,bc1111,round3_20160313,1264,0.554,GN_Arth_SynF,N1,253.597130215,-652.41850163,h_1_2:bc1111
Neutrophils,healthy,Healthy 1,h_1_1,bc0596,round1_20151128,3937,0.305,GN_Bl,N1,25.8227700323,-766.755380487,h_1_1:bc0596
Neutrophils,healthy,Healthy 2,h_2_1,bc0084,round2_20151217,2960,0.236,GN_Bl,N1,-74.3566381899,-792.441178177,h_2_1:bc0084
Neutrophils,healthy,Healthy 2,h_2_1,bc0727,round2_20151217,1765,0,GN_Arth_SynF,N1,485.555088175,-770.40940897,h_2_1:bc0727
Neutrophils,healthy,Healthy 1,h_1_2,bc0018,round3_20160313,4378,0.32,GN_Arth_SynF,N1,200.55951498,-660.862155708,h_1_2:bc0018
Neutrophils,healthy,Healthy 2,h_2_1,bc0846,round2_20151217,1553,0,GN_Bl,N1,306.448238606,-814.928413187,h_2_1:bc0846
Neutrophils,healthy,Healthy 2,h_2_1,bc0703,round2_20151217,2150,0,GN_Arth_SynF,N1,366.40951943,-801.006774642,h_2_1:bc0703
Neutrophils,healthy,Healthy 2,h_2_1,bc0619,round2_20151217,1758,0.114,GN_Arth_SynF,N1,394.501065431,-790.329205808,h_2_1:bc0619
Neutrophils,healthy,Healthy 2,h_2_3,bc0267,round3_20160313,3268,0.52,GN_Arth_SynF,N1,155.702820632,-727.929220303,h_2_3:bc0267
Neutrophils,healthy,Healthy 1,h_1_2,bc0994,round3_20160313,1337,0.524,GN_Arth_SynF,N1,363.245417217,-595.857594001,h_1_2:bc0994
Neutrophils,healthy,Healthy 2,h_2_1,bc1440,round2_20151217,1080,0,GN_Arth_SynF,N1,350.045860131,-805.019462322,h_2_1:bc1440
Neutrophils,healthy,Healthy 1,h_1_1,bc0803,round1_20151128,3123,0.224,GN_Bl,N1,255.119535223,-750.694028751,h_1_1:bc0803
Neutrophils,healthy,Healthy 2,h_2_3,bc0789,round3_20160313,2097,0.429,GN_Bl,N1,-195.411309516,-783.377885461,h_2_3:bc0789
Neutrophils,healthy,Healthy 2,h_2_2,bc739,round3_20160313,1036,0.193,GN_Bl,N1,-5.71900573779,-678.436680947,h_2_2:bc739
Neutrophils,healthy,Healthy 2,h_2_3,bc0406,round3_20160313,1853,0.216,GN_Bl,N1,313.883041492,-665.113964245,h_2_3:bc0406
Neutrophils,healthy,Healthy 1,h_1_1,bc1701,round1_20151128,1351,0.074,GN_Arth_SynF,N1,-119.8636664,-748.713070187,h_1_1:bc1701
Neutrophils,healthy,Healthy 1,h_1_2,bc1192,round3_20160313,1600,0.125,GN_Arth_SynF,N1,373.909351344,-590.528531101,h_1_2:bc1192
Neutrophils,healthy,Healthy 2,h_2_1,bc0833,round2_20151217,1567,0.128,GN_Arth_SynF,N1,298.335225074,-834.537807584,h_2_1:bc0833
Neutrophils,healthy,Healthy 2,h_2_1,bc0723,round2_20151217,1708,0.703,GN_Arth_SynF,N4,563.311698264,-771.608732479,h_2_1:bc0723
Neutrophils,healthy,Healthy 1,h_1_2,bc0972,round3_20160313,1671,0.06,GN_Arth_SynF,N1,342.910042622,-608.158539081,h_1_2:bc0972
Neutrophils,healthy,Healthy 2,h_2_2,bc188,round3_20160313,2970,0.034,GN_Bl,N1,-110.325934663,-739.225521483,h_2_2:bc188
Neutrophils,healthy,Healthy 2,h_2_3,bc1019,round3_20160313,1670,0.359,GN_Arth_SynF,N1,201.732304773,-649.866030126,h_2_3:bc1019
Neutrophils,healthy,Healthy 1,h_1_1,bc1250,round1_20151128,2778,0.144,GN_Bl,N1,64.0483072638,-752.607996396,h_1_1:bc1250
Neutrophils,healthy,Healthy 1,h_1_2,bc1106,round3_20160313,1220,0.656,GN_Arth_SynF,N1,218.991247456,-623.90537325,h_1_2:bc1106
Neutrophils,healthy,Healthy 1,h_1_1,bc0741,round1_20151128,3013,0.365,GN_Arth_SynF,N1,298.294353731,-787.203490962,h_1_1:bc0741
Neutrophils,healthy,Healthy 2,h_2_1,bc0796,round2_20151217,1667,0,GN_Arth_SynF,N1,267.079636937,-828.681317548,h_2_1:bc0796
Neutrophils,healthy,Healthy 2,h_2_1,bc0054,round2_20151217,3374,0.533,GN_Bl,N1,-46.1140116316,-814.150882071,h_2_1:bc0054
Neutrophils,healthy,Healthy 2,h_2_3,bc1034,round3_20160313,1524,0.197,GN_Arth_SynF,N1,39.8087153525,-665.841038339,h_2_3:bc1034
Neutrophils,healthy,Healthy 2,h_2_1,bc0822,round2_20151217,1688,0.415,GN_Arth_SynF,N1,397.340715774,-794.162374013,h_2_1:bc0822
Neutrophils,healthy,Healthy 2,h_2_3,bc0288,round3_20160313,1905,0.472,GN_Arth_SynF,N1,393.552208401,-762.689130764,h_2_3:bc0288
Neutrophils,healthy,Healthy 2,h_2_3,bc0360,round3_20160313,2105,0.333,GN_Bl,N1,32.7684192339,-722.243100256,h_2_3:bc0360
Neutrophils,healthy,Healthy 1,h_1_2,bc1296,round3_20160313,1176,0.595,GN_Arth_SynF,N1,-91.3909657405,-686.299598044,h_1_2:bc1296
Neutrophils,healthy,Healthy 2,h_2_1,bc0664,round2_20151217,1840,0,GN_Bl,N1,143.875546004,-787.616966521,h_2_1:bc0664
Neutrophils,healthy,Healthy 1,h_1_2,bc1076,round3_20160313,1372,0.146,GN_Arth_SynF,N1,192.02777387,-659.353505571,h_1_2:bc1076
Neutrophils,healthy,Healthy 2,h_2_2,bc367,round3_20160313,2265,0.706,GN_Bl,N1,-50.3727679991,-726.179879858,h_2_2:bc367
Neutrophils,healthy,Healthy 1,h_1_2,bc0717,round3_20160313,1727,0.753,GN_Arth_SynF,N1,81.9289551754,-645.363262107,h_1_2:bc0717
Neutrophils,healthy,Healthy 1,h_1_2,bc0357,round3_20160313,1970,0.305,GN_Bl,N1,-82.0228489312,-704.507891385,h_1_2:bc0357
Neutrophils,healthy,Healthy 2,h_2_1,bc1373,round2_20151217,1254,0,GN_Bl,N1,324.077597541,-602.604458937,h_2_1:bc1373
Neutrophils,healthy,Healthy 1,h_1_2,bc1176,round3_20160313,1215,0.741,GN_Arth_SynF,N1,381.762309933,-676.255031419,h_1_2:bc1176
Neutrophils,healthy,Healthy 2,h_2_1,bc1028,round2_20151217,1226,0,GN_Bl,N1,329.718151316,-799.12662524,h_2_1:bc1028
Neutrophils,healthy,Healthy 2,h_2_3,bc0740,round3_20160313,2429,0.082,GN_Arth_SynF,N1,350.57084752,-637.092812745,h_2_3:bc0740
Neutrophils,healthy,Healthy 1,h_1_2,bc0679,round3_20160313,1587,0.252,GN_Arth_SynF,N1,-79.9255412296,-700.779275093,h_1_2:bc0679
Neutrophils,healthy,Healthy 2,h_2_3,bc1103,round3_20160313,1516,0.264,GN_Arth_SynF,N1,277.730425739,-627.952177011,h_2_3:bc1103
Neutrophils,healthy,Healthy 1,h_1_1,bc0395,round1_20151128,4867,0.123,GN_Arth_SynF,N1,171.43501715,-736.553563537,h_1_1:bc0395
Neutrophils,healthy,Healthy 1,h_1_1,bc0431,round1_20151128,3629,0.028,GN_Arth_SynF,N1,236.005162179,-792.573470377,h_1_1:bc0431
Neutrophils,healthy,Healthy 1,h_1_2,bc0578,round3_20160313,1782,0.281,GN_Arth_SynF,N1,314.647237701,-627.988313347,h_1_2:bc0578
Neutrophils,healthy,Healthy 2,h_2_3,bc0537,round3_20160313,2044,0.489,GN_Bl,N1,-49.2413983344,-757.367016039,h_2_3:bc0537
Neutrophils,healthy,Healthy 1,h_1_2,bc1084,round3_20160313,1242,0.242,GN_Arth_SynF,N1,364.077936253,-604.184104403,h_1_2:bc1084
Neutrophils,healthy,Healthy 1,h_1_2,bc1028,round3_20160313,1301,0.154,GN_Bl,N1,125.754177235,-635.20366248,h_1_2:bc1028
Neutrophils,healthy,Healthy 1,h_1_1,bc0190,round1_20151128,3987,0.075,GN_Arth_SynF,N1,385.916432412,-772.034240576,h_1_1:bc0190
Neutrophils,healthy,Healthy 1,h_1_2,bc0342,round3_20160313,2021,0.247,GN_Arth_SynF,N1,38.3675877392,-689.444822701,h_1_2:bc0342
Neutrophils,healthy,Healthy 1,h_1_2,bc0912,round3_20160313,1733,0.404,GN_Bl,N1,-138.459715467,-700.857860527,h_1_2:bc0912
Neutrophils,healthy,Healthy 1,h_1_2,bc0248,round3_20160313,2207,0.408,GN_Bl,N1,-162.562888105,-725.89078525,h_1_2:bc0248
Neutrophils,healthy,Healthy 1,h_1_2,bc0165,round3_20160313,1956,0.051,GN_Arth_SynF,N1,221.771337166,-637.938573068,h_1_2:bc0165
Neutrophils,healthy,Healthy 1,h_1_1,bc0511,round1_20151128,4479,0.179,GN_Arth_SynF,N1,373.600614493,-731.061179408,h_1_1:bc0511
Neutrophils,healthy,Healthy 2,h_2_3,bc0833,round3_20160313,1750,0.057,GN_Bl,N1,-40.7599902127,-703.581222668,h_2_3:bc0833
Neutrophils,healthy,Healthy 1,h_1_1,bc0407,round1_20151128,4035,0.248,GN_Bl,N1,-105.412207575,-765.492961602,h_1_1:bc0407
Neutrophils,healthy,Healthy 2,h_2_2,bc695,round3_20160313,1215,0,GN_Bl,N1,169.708073799,-695.436710344,h_2_2:bc695
Neutrophils,healthy,Healthy 2,h_2_1,bc0036,round2_20151217,3356,0,GN_Bl,N1,-53.1383604223,-783.577576082,h_2_1:bc0036
Neutrophils,healthy,Healthy 1,h_1_1,bc1334,round1_20151128,2255,0,GN_Arth_SynF,N1,300.801761355,-695.019337728,h_1_1:bc1334
Neutrophils,healthy,Healthy 2,h_2_3,bc0125,round3_20160313,3171,0.662,GN_Bl,N1,-119.681129094,-742.34537095,h_2_3:bc0125
Neutrophils,healthy,Healthy 2,h_2_3,bc0656,round3_20160313,1999,0,GN_Bl,N1,-31.829136159,-768.864144673,h_2_3:bc0656
Neutrophils,healthy,Healthy 2,h_2_1,bc0305,round2_20151217,2359,0,GN_Bl,N1,-36.6277895063,-806.565526077,h_2_1:bc0305
Neutrophils,healthy,Healthy 2,h_2_2,bc592,round3_20160313,1714,0.7,GN_Bl,N1,73.2618458593,-686.230152942,h_2_2:bc592
Neutrophils,healthy,Healthy 1,h_1_1,bc1398,round1_20151128,2440,0.328,GN_Arth_SynF,N1,167.754528491,-744.735447122,h_1_1:bc1398
Neutrophils,healthy,Healthy 1,h_1_2,bc1181,round3_20160313,1233,0.081,GN_Arth_SynF,N1,44.6468827855,-679.808018659,h_1_2:bc1181
Neutrophils,healthy,Healthy 1,h_1_1,bc1025,round1_20151128,3228,0.527,GN_Arth_SynF,N1,57.151108935,-716.530885568,h_1_1:bc1025
Neutrophils,healthy,Healthy 1,h_1_1,bc0105,round1_20151128,5488,0.036,GN_Arth_SynF,N1,319.285561411,-723.085338183,h_1_1:bc0105
Neutrophils,healthy,Healthy 1,h_1_1,bc1233,round1_20151128,2546,0,GN_Arth_SynF,N1,246.01510506,-654.270940028,h_1_1:bc1233
Neutrophils,healthy,Healthy 2,h_2_2,bc374,round3_20160313,1833,0.382,GN_Bl,N1,105.972718444,-706.665997852,h_2_2:bc374
Neutrophils,healthy,Healthy 2,h_2_1,bc0907,round2_20151217,1376,0.945,GN_Bl,N1,376.754323777,-770.922357666,h_2_1:bc0907
Neutrophils,healthy,Healthy 1,h_1_1,bc0159,round1_20151128,6313,0.206,GN_Bl,N1,-138.501731877,-781.865891067,h_1_1:bc0159
Neutrophils,healthy,Healthy 1,h_1_1,bc1656,round1_20151128,2162,0.231,GN_Bl,N1,-10.2699777489,-774.783433381,h_1_1:bc1656
Neutrophils,healthy,Healthy 1,h_1_1,bc0089,round1_20151128,5599,0.214,GN_Arth_SynF,N1,346.196752627,-713.122493065,h_1_1:bc0089
Neutrophils,healthy,Healthy 1,h_1_1,bc0315,round1_20151128,4174,0.311,GN_Bl,N1,12.0697257018,-811.735348936,h_1_1:bc0315
Neutrophils,healthy,Healthy 2,h_2_1,bc0414,round2_20151217,2617,0.153,GN_Arth_SynF,N1,319.286819062,-786.999899194,h_2_1:bc0414
Neutrophils,healthy,Healthy 1,h_1_2,bc0910,round3_20160313,1414,0,GN_Arth_SynF,N1,134.367146392,-666.00659162,h_1_2:bc0910
Neutrophils,healthy,Healthy 1,h_1_1,bc0381,round1_20151128,5034,0.04,GN_Bl,N1,107.002844747,-757.976717655,h_1_1:bc0381
Neutrophils,healthy,Healthy 1,h_1_2,bc0767,round3_20160313,1352,0,GN_Arth_SynF,N1,408.447208049,-684.122497725,h_1_2:bc0767
Neutrophils,healthy,Healthy 2,h_2_1,bc1554,round2_20151217,1031,0.388,GN_Bl,N1,-85.8464234959,-798.458908418,h_2_1:bc1554
Neutrophils,healthy,Healthy 2,h_2_2,bc189,round3_20160313,2302,0.348,GN_Arth_SynF,N1,212.38775718,-674.356333981,h_2_2:bc189
Neutrophils,healthy,Healthy 1,h_1_1,bc0075,round1_20151128,5822,0.069,GN_Bl,N1,97.659434302,-779.803561792,h_1_1:bc0075
Neutrophils,healthy,Healthy 2,h_2_3,bc0371,round3_20160313,2078,0.337,GN_Arth_SynF,N1,413.320720203,-690.863828244,h_2_3:bc0371
Neutrophils,healthy,Healthy 2,h_2_3,bc0399,round3_20160313,2678,0.112,GN_Bl,N2,404.465100479,-882.417807326,h_2_3:bc0399
Neutrophils,healthy,Healthy 1,h_1_2,bc0363,round3_20160313,1774,0.056,GN_Arth_SynF,N1,225.029025513,-631.335143135,h_1_2:bc0363
Neutrophils,healthy,Healthy 1,h_1_1,bc1030,round1_20151128,2544,0.275,GN_Arth_SynF,N1,180.557017983,-797.795894908,h_1_1:bc1030
Neutrophils,healthy,Healthy 2,h_2_2,bc524,round3_20160313,1455,0.344,GN_Arth_SynF,N1,173.892945262,-657.870229689,h_2_2:bc524
Neutrophils,healthy,Healthy 2,h_2_2,bc808,round3_20160313,1058,0,GN_Arth_SynF,N1,257.541829784,-624.043458149,h_2_2:bc808
Neutrophils,healthy,Healthy 1,h_1_2,bc1244,round3_20160313,1216,0.164,GN_Bl,N1,112.376592752,-684.503935525,h_1_2:bc1244
Neutrophils,healthy,Healthy 1,h_1_1,bc0572,round1_20151128,3630,0.551,GN_Arth_SynF,N1,285.314827171,-739.212626932,h_1_1:bc0572
Neutrophils,healthy,Healthy 2,h_2_2,bc161,round3_20160313,3418,0,GN_Arth_SynF,N1,222.269675072,-660.535782171,h_2_2:bc161
Neutrophils,healthy,Healthy 2,h_2_2,bc645,round3_20160313,2581,0.31,GN_Bl,N1,-176.842276942,-757.670873281,h_2_2:bc645
Neutrophils,healthy,Healthy 1,h_1_2,bc0022,round3_20160313,4871,0.411,GN_Arth_SynF,N1,130.306429564,-654.83662722,h_1_2:bc0022
Neutrophils,healthy,Healthy 2,h_2_1,bc0440,round2_20151217,1998,0.05,GN_Bl,N1,237.613020803,-839.769054636,h_2_1:bc0440
Neutrophils,healthy,Healthy 2,h_2_1,bc0376,round2_20151217,2009,0.299,GN_Bl,N1,211.643292041,-840.03493179,h_2_1:bc0376
Neutrophils,healthy,Healthy 2,h_2_2,bc227,round3_20160313,2741,0.365,GN_Arth_SynF,N1,282.793213871,-654.050221251,h_2_2:bc227
Neutrophils,healthy,Healthy 1,h_1_1,bc1183,round1_20151128,2588,0.155,GN_Arth_SynF,N1,345.280278989,-786.501131439,h_1_1:bc1183
Neutrophils,healthy,Healthy 2,h_2_1,bc1267,round2_20151217,1254,0.239,GN_Bl_v2,N1,99.9044761894,-809.453742358,h_2_1:bc1267
Neutrophils,healthy,Healthy 2,h_2_2,bc528,round3_20160313,1527,0.065,GN_Arth_SynF,N1,273.668955139,-765.241623451,h_2_2:bc528
Neutrophils,healthy,Healthy 1,h_1_2,bc0680,round3_20160313,1497,0.334,GN_Arth_SynF,N2,385.30819084,-734.607278142,h_1_2:bc0680
Neutrophils,healthy,Healthy 1,h_1_2,bc0984,round3_20160313,1226,0,GN_Arth_SynF,N1,320.966326058,-733.14115794,h_1_2:bc0984
Neutrophils,healthy,Healthy 2,h_2_1,bc0289,round2_20151217,2661,0,GN_Bl,N1,-165.253689176,-791.741723443,h_2_1:bc0289
Neutrophils,healthy,Healthy 2,h_2_3,bc0414,round3_20160313,1749,1.544,GN_Bl,N1,291.439591423,-780.152796531,h_2_3:bc0414
Neutrophils,healthy,Healthy 2,h_2_3,bc1144,round3_20160313,1520,0.066,GN_Bl,N1,33.5787462881,-743.938503244,h_2_3:bc1144
Neutrophils,healthy,Healthy 2,h_2_3,bc0615,round3_20160313,2004,0.449,GN_Bl,N1,-100.782801446,-695.718850002,h_2_3:bc0615
Neutrophils,healthy,Healthy 1,h_1_2,bc0114,round3_20160313,2685,1.117,GN_Arth_SynF,N1,204.68960594,-666.414551547,h_1_2:bc0114
Neutrophils,healthy,Healthy 2,h_2_3,bc0563,round3_20160313,1909,0.157,GN_Arth_SynF,N1,186.454755801,-651.753550826,h_2_3:bc0563
Neutrophils,healthy,Healthy 1,h_1_2,bc0432,round3_20160313,1783,0.112,GN_Bl,N1,83.8146373856,-659.163202676,h_1_2:bc0432
Neutrophils,healthy,Healthy 2,h_2_2,bc125,round3_20160313,2582,0.387,GN_Arth_SynF,N1,409.761202766,-671.598599644,h_2_2:bc125
Neutrophils,healthy,Healthy 1,h_1_2,bc0609,round3_20160313,1466,0,GN_Arth_SynF,N1,217.113523811,-645.046264395,h_1_2:bc0609
Neutrophils,healthy,Healthy 2,h_2_2,bc016,round3_20160313,4124,0.121,GN_Bl,N1,127.805479519,-710.522986951,h_2_2:bc016
Neutrophils,healthy,Healthy 2,h_2_1,bc1336,round2_20151217,1221,0,GN_Arth_SynF,N1,203.036089324,-831.823970881,h_2_1:bc1336
Neutrophils,healthy,Healthy 1,h_1_2,bc0328,round3_20160313,1705,0,GN_Arth_SynF,N1,220.941815525,-640.723450853,h_1_2:bc0328
Neutrophils,healthy,Healthy 2,h_2_1,bc0072,round2_20151217,3629,0,GN_Arth_SynF,N1,69.5980016147,-793.443267388,h_2_1:bc0072
Neutrophils,healthy,Healthy 2,h_2_1,bc0314,round2_20151217,2419,0,GN_Arth_SynF,N1,396.592407435,-805.323792084,h_2_1:bc0314
Neutrophils,healthy,Healthy 2,h_2_1,bc0211,round2_20151217,2145,0,GN_Arth_SynF,N1,399.445068764,-809.798773031,h_2_1:bc0211
Neutrophils,healthy,Healthy 1,h_1_1,bc1258,round1_20151128,2500,0,GN_Arth_SynF,N1,273.667019417,-767.010515241,h_1_1:bc1258
Neutrophils,healthy,Healthy 1,h_1_1,bc0025,round1_20151128,8035,0.324,GN_Arth_SynF,N1,127.854696392,-792.838800082,h_1_1:bc0025
Neutrophils,healthy,Healthy 2,h_2_3,bc0731,round3_20160313,2331,0.257,GN_Arth_SynF,N1,384.930422056,-721.326150981,h_2_3:bc0731
Neutrophils,healthy,Healthy 1,h_1_2,bc0327,round3_20160313,1604,0,GN_Arth_SynF,N1,360.259741545,-711.608989565,h_1_2:bc0327
Neutrophils,healthy,Healthy 2,h_2_3,bc0542,round3_20160313,1760,0.057,GN_Bl,N1,318.57753089,-651.073519344,h_2_3:bc0542
Neutrophils,healthy,Healthy 2,h_2_3,bc0725,round3_20160313,1825,0.548,GN_Bl,N1,126.224133628,-672.511552994,h_2_3:bc0725
Neutrophils,healthy,Healthy 2,h_2_1,bc0268,round2_20151217,2369,0.084,GN_Arth_SynF,N1,267.004714274,-809.498931751,h_2_1:bc0268
Neutrophils,healthy,Healthy 2,h_2_2,bc375,round3_20160313,2259,0.575,GN_Arth_SynF,N1,349.00734078,-624.782561423,h_2_2:bc375
Neutrophils,healthy,Healthy 1,h_1_1,bc0902,round1_20151128,2732,0.403,GN_Arth_SynF,N1,189.327963473,-772.388016437,h_1_1:bc0902
Neutrophils,healthy,Healthy 1,h_1_2,bc0150,round3_20160313,2382,0.336,GN_Arth_SynF,N1,40.1469538695,-696.681391336,h_1_2:bc0150
Neutrophils,healthy,Healthy 2,h_2_3,bc0182,round3_20160313,2323,0.172,GN_Bl,N1,158.945578625,-666.954530487,h_2_3:bc0182
Neutrophils,healthy,Healthy 1,h_1_1,bc1222,round1_20151128,2651,0.415,GN_Bl,N1,107.217057283,-747.362567417,h_1_1:bc1222
Neutrophils,healthy,Healthy 1,h_1_2,bc1180,round3_20160313,1521,0.197,GN_Bl,N1,-37.699483428,-651.586115842,h_1_2:bc1180
Neutrophils,healthy,Healthy 1,h_1_2,bc0459,round3_20160313,1573,1.208,GN_Arth_SynF,N1,252.961802414,-633.784530192,h_1_2:bc0459
Neutrophils,healthy,Healthy 2,h_2_2,bc190,round3_20160313,2855,0.35,GN_Bl,N1,164.460755614,-705.160744781,h_2_2:bc190
Neutrophils,healthy,Healthy 1,h_1_2,bc1036,round3_20160313,1330,0,GN_Arth_SynF,N1,173.509704993,-620.931663764,h_1_2:bc1036
Neutrophils,healthy,Healthy 2,h_2_3,bc0934,round3_20160313,2426,0.165,GN_Bl,N1,-9.80966527538,-661.809115009,h_2_3:bc0934
Neutrophils,healthy,Healthy 2,h_2_1,bc1205,round2_20151217,1409,0.781,GN_Arth_SynF,N1,191.749130667,-793.991861136,h_2_1:bc1205
Neutrophils,healthy,Healthy 2,h_2_1,bc0220,round2_20151217,3356,0,GN_Arth_SynF,N1,175.469701237,-819.740936595,h_2_1:bc0220
Neutrophils,healthy,Healthy 2,h_2_3,bc0269,round3_20160313,2578,0.155,GN_Bl,N1,142.901029767,-689.10287214,h_2_3:bc0269
Neutrophils,healthy,Healthy 2,h_2_3,bc0917,round3_20160313,1436,0,GN_Bl,N1,317.55681738,-756.632794862,h_2_3:bc0917
Neutrophils,healthy,Healthy 1,h_1_1,bc0259,round1_20151128,4513,0.465,GN_Arth_SynF,N1,139.277959632,-737.42671942,h_1_1:bc0259
Neutrophils,healthy,Healthy 1,h_1_1,bc1347,round1_20151128,2792,0.215,GN_Arth_SynF,N1,162.020640404,-763.996317667,h_1_1:bc1347
Neutrophils,healthy,Healthy 1,h_1_2,bc0103,round3_20160313,2785,0.144,GN_Bl,N1,-65.7204501186,-715.058556192,h_1_2:bc0103
Neutrophils,healthy,Healthy 1,h_1_2,bc0957,round3_20160313,1192,0.252,GN_Bl,N1,278.299927764,-705.25190061,h_1_2:bc0957
Neutrophils,healthy,Healthy 2,h_2_3,bc1309,round3_20160313,1039,0.674,GN_Arth_SynF,N1,435.439536255,-663.442179153,h_2_3:bc1309
Neutrophils,healthy,Healthy 2,h_2_3,bc0409,round3_20160313,2600,1.038,GN_Arth_SynF,N1,423.580379541,-686.59457408,h_2_3:bc0409
Neutrophils,healthy,Healthy 2,h_2_1,bc0844,round2_20151217,1779,0,GN_Arth_SynF,N1,259.589452676,-841.669584772,h_2_1:bc0844
Neutrophils,healthy,Healthy 2,h_2_1,bc0151,round2_20151217,2767,0,GN_Arth_SynF,N2,327.558832281,-806.07373005,h_2_1:bc0151
Neutrophils,healthy,Healthy 2,h_2_1,bc0903,round2_20151217,2203,0.136,GN_Bl,N1,193.2848988,-779.822069456,h_2_1:bc0903
Neutrophils,healthy,Healthy 2,h_2_3,bc0480,round3_20160313,2287,0.35,GN_Bl,N1,-44.1822132198,-723.256707723,h_2_3:bc0480
Neutrophils,healthy,Healthy 2,h_2_1,bc0023,round2_20151217,3247,0.4,GN_Arth_SynF,N1,350.176418151,-799.838352902,h_2_1:bc0023
